"","year","Respondent_ID_2016","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref"
"1","2016","1009513","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Climate",NA
"2","2016","1023339","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"3","2016","1091741","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA
"4","2016","1092276","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","No Difference","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation",NA
"5","2016","1102794","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Debt","Economy",NA
"6","2016","1103514","Liberal","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Labor","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Education","Health",NA
"7","2016","1105476","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA
"8","2016","1116861","Liberal","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Superannuation","Health",NA
"9","2016","1118330","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","No Difference","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Superannuation",NA
"10","2016","1127625","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Superannuation","Economy",NA
"11","2016","1130303","National","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Economy","Immigration",NA
"12","2016","1132313","Liberal","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Refugees",NA
"13","2016","1164353","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Education","Superannuation",NA
"14","2016","1202010","National","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Health","Refugees",NA
"15","2016","1239458","Liberal","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","No Difference","Liberal","Labor","No Difference","Liberal","Taxation","Debt",NA
"16","2016","1287168","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"17","2016","1287968","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Immigration",NA
"18","2016","1308432","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Health",NA
"19","2016","1341328","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","No Difference","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","No Difference","Labor","Liberal","Debt","Economy",NA
"20","2016","1346571","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"21","2016","1347731","National","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"22","2016","1349433","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Debt",NA
"23","2016","1362025","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Superannuation",NA
"24","2016","1369316","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Debt",NA
"25","2016","1388647","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"26","2016","1406063","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Superannuation",NA
"27","2016","1411918","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Economy","Health",NA
"28","2016","1422869","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Labor","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Immigration","Debt",NA
"29","2016","1436532","National","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"30","2016","1448762","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","No Difference","No Difference","Labor","Health","Education",NA
"31","2016","1465568","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Health",NA
"32","2016","1480341","Liberal","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Debt","Refugees",NA
"33","2016","1490665","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Taxation","Economy",NA
"34","2016","1532741","Liberal","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"35","2016","1547366","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Education","Superannuation",NA
"36","2016","1552432","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","No Difference","No Difference","No Difference","Liberal","Economy","Taxation",NA
"37","2016","1575638","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Environment","Education",NA
"38","2016","1613666","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA
"39","2016","1618522","Liberal","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Climate",NA
"40","2016","1622390","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Climate",NA
"41","2016","1623864","Liberal","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"42","2016","1632700","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA
"43","2016","1635647","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Climate",NA
"44","2016","1658137","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"45","2016","1661160","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","Debt","Refugees",NA
"46","2016","1668440","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Climate",NA
"47","2016","1681035","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"48","2016","1687027","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Economy",NA
"49","2016","1704046","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"50","2016","1713933","Liberal","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Economy","Superannuation",NA
"51","2016","1729126","Liberal","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Taxation","Debt",NA
"52","2016","1735779","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Education",NA
"53","2016","1749109","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Superannuation","Coalition"
"54","2016","1752133","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"55","2016","1777048","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Education",NA
"56","2016","1828263","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Refugees","Immigration",NA
"57","2016","1832974","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Taxation","Health",NA
"58","2016","1838452","National","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Debt",NA
"59","2016","1848614","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Refugees",NA
"60","2016","1852621","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","No Difference","Labor","Liberal","Liberal","Liberal","Liberal","Labor","No Difference","No Difference","Liberal","Immigration","Economy",NA
"61","2016","1883561","Liberal","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Labor","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Economy","Debt",NA
"62","2016","1892486","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA
"63","2016","1932396","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA
"64","2016","1937649","Liberal","Not Very Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Education",NA
"65","2016","1980007","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Health","Refugees",NA
"66","2016","1991598","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Debt","Economy",NA
"67","2016","2004856","Liberal","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Immigration","Economy",NA
"68","2016","2022156","Liberal","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Climate",NA
"69","2016","2024460","Liberal","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","Economy","Debt",NA
"70","2016","2035663","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Economy",NA
"71","2016","2051787","Liberal","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Taxation","Health",NA
"72","2016","2067263","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Taxation",NA
"73","2016","2067368","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Taxation","Coalition"
"74","2016","2100221","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA
"75","2016","2102964","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"76","2016","2111705","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Debt","Economy",NA
"77","2016","2123063","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA
